Comment,processed_text,tokens
"Kalo di ajak ke dunia arsitektur kuat tidak bang ?

Mohon jawab bang 🙏🙏🙏",kalo ajak dunia arsitektur kuat bang mohon bang,"['kalo', 'ajak', 'dunia', 'arsitektur', 'kuat', 'bang', 'mohon', 'bang']"
Mending avita..dapet ryzen 7 harga 5jutaan,mending avitadapet ryzen harga juta,"['mending', 'avitadapet', 'ryzen', 'harga', 'juta']"
"Avita apaan bang, ryzen 7 mana dpt 5jt tahun sekarang",avita bang ryzen dpt jt,"['avita', 'bang', 'ryzen', 'dpt', 'jt']"
@@wormskrughs9016 lah ga tau yaa bang?.cari aja brand sony avita.colap sama sony vaio ryzen 7 harga sekitar 5jutaan.masih banyak yg belum tahu mungkin,wormskrughs ga tau yaa bangcari aja brand sony avitacolap sony vaio ryzen harga jutaanmasih yg,"['wormskrughs', 'ga', 'tau', 'yaa', 'bangcari', 'aja', 'brand', 'sony', 'avitacolap', 'sony', 'vaio', 'ryzen', 'harga', 'jutaanmasih', 'yg']"
Mending avita,mending avita,"['mending', 'avita']"
Bang review Laptop budget 6jt yang cocok buat gaming bang,bang review laptop budget jt cocok gaming bang,"['bang', 'review', 'laptop', 'budget', 'jt', 'cocok', 'gaming', 'bang']"
bang bajunya ga d strika? :(,bang baju ga d strika,"['bang', 'baju', 'ga', 'd', 'strika']"
Berharap di bahas spek PC harga 15 jutaan di tahun 22 ini,harap bahas spek pc harga juta,"['harap', 'bahas', 'spek', 'pc', 'harga', 'juta']"
"Om, belinya dimana?",om beli mana,"['om', 'beli', 'mana']"
Bang review laptop lagi dong,bang review laptop,"['bang', 'review', 'laptop']"
kurang bagus..kurang responsif,baguskurang responsif,"['baguskurang', 'responsif']"
Laptopnya kurang responsif ya?. Jadi ragu nih mau beli laptop,laptop responsif ya ragu nih beli laptop,"['laptop', 'responsif', 'ya', 'ragu', 'nih', 'beli', 'laptop']"
gara gara udh liat review di gadgetin ini langsung beli laptop infinix..hasil nya ZONKKKKK... pertama kali beli langsung jelek..minta tuker unit.. trus dpet jelek lagi..udh mendingan fokus bikin hp aja..,gara gara udh liat review gadgetin langsung beli laptop infinixhasil nya zonkkkkk kali beli langsung jelekminta tuker unit trus dpet jelek lagiudh mending fokus bikin hp aja,"['gara', 'gara', 'udh', 'liat', 'review', 'gadgetin', 'langsung', 'beli', 'laptop', 'infinixhasil', 'nya', 'zonkkkkk', 'kali', 'beli', 'langsung', 'jelekminta', 'tuker', 'unit', 'trus', 'dpet', 'jelek', 'lagiudh', 'mending', 'fokus', 'bikin', 'hp', 'aja']"
"spill masalah nya bang, pen beli tp maju mundur",spill nya bang pen beli tp maju mundur,"['spill', 'nya', 'bang', 'pen', 'beli', 'tp', 'maju', 'mundur']"
Apa masalahnya?,,[]
Apa masalahnya bang,bang,['bang']
Pada nanyain masalah nya apa ko gk dijawab😂,nanyain nya ko gk,"['nanyain', 'nya', 'ko', 'gk']"
Gk jelas,gk,['gk']
APA MASALAH NYA KONTOLLL,nya kontolll,"['nya', 'kontolll']"
0:32,,[]
"assalamualaikum kak, mau tanya waktu itu saya cas laptop berjalan dengan lancar setelah sampai 49% laptop tiba2 ga isi batrai pas saya cabut terus masukin lagi tetep ga nyala udah beberapa kali coba... Tapi pas saya sambungin casan nya terus idupin laptop nya di lampu casanya tuh berkedip merah terus mati lagi, kenapa ya? Tolong di bantu... Merek laptop saya infinix x1",assalamualaikum kak cas laptop jalan lancar laptop ga isi batrai pas cabut masukin tetep ga nyala udah kali coba pas sambungin cas nya idupin laptop nya lampu casanya tuh kedip merah mati ya tolong bantu merek laptop infinix x,"['assalamualaikum', 'kak', 'cas', 'laptop', 'jalan', 'lancar', 'laptop', 'ga', 'isi', 'batrai', 'pas', 'cabut', 'masukin', 'tetep', 'ga', 'nyala', 'udah', 'kali', 'coba', 'pas', 'sambungin', 'cas', 'nya', 'idupin', 'laptop', 'nya', 'lampu', 'casanya', 'tuh', 'kedip', 'merah', 'mati', 'ya', 'tolong', 'bantu', 'merek', 'laptop', 'infinix', 'x']"
"Aku pakai infinix X1 pro, sering kesetrum pas lg ngecas 😂 pdhl uda pake sticker. Ati2 kejut guys 😂",pakai infinix x pro setrum pas lg ngecas pdhl uda pake sticker ati kejut guys,"['pakai', 'infinix', 'x', 'pro', 'setrum', 'pas', 'lg', 'ngecas', 'pdhl', 'uda', 'pake', 'sticker', 'ati', 'kejut', 'guys']"
Btw sampe skrng masih bagus gk mba?,btw sampe skrng bagus gk mba,"['btw', 'sampe', 'skrng', 'bagus', 'gk', 'mba']"
"Masih suka bluescreen kak. Uda di restart ulang, update windows, masih aja begitu. Service center ga bisa dihubungi semua. Mending merk lain kak",suka bluescreen kak uda restart ulang update windows aja service center ga hubung mending merk kak,"['suka', 'bluescreen', 'kak', 'uda', 'restart', 'ulang', 'update', 'windows', 'aja', 'service', 'center', 'ga', 'hubung', 'mending', 'merk', 'kak']"
infinix inbook X1 i3 support nyaman aplikasi autocad/solidwork engga yaa manteman??,infinix inbook x i support nyaman aplikasi autocadsolidwork engga yaa manteman,"['infinix', 'inbook', 'x', 'i', 'support', 'nyaman', 'aplikasi', 'autocadsolidwork', 'engga', 'yaa', 'manteman']"
"Next request
Hp pavilion 15",next request hp pavilion,"['next', 'request', 'hp', 'pavilion']"
"gua beli ini baru pemakaian 7bulan touchpad nya udah ga berfungsi, udah di apain aja gabisa dan di sambungin ke mouse juga gabisa, sedih sih akhir nya gabisa di apa apain",gua beli pakai touchpad nya udah ga fungsi udah apain aja gabisa sambungin mouse gabisa sedih sih nya gabisa apain,"['gua', 'beli', 'pakai', 'touchpad', 'nya', 'udah', 'ga', 'fungsi', 'udah', 'apain', 'aja', 'gabisa', 'sambungin', 'mouse', 'gabisa', 'sedih', 'sih', 'nya', 'gabisa', 'apain']"
Ga pake garansi?,ga pake garansi,"['ga', 'pake', 'garansi']"
Bang mau tanya infinix itu masih produksi handphone apa tidak,bang infinix produksi handphone,"['bang', 'infinix', 'produksi', 'handphone']"
asus vivobook oled apa infinix,asus vivobook oled infinix,"['asus', 'vivobook', 'oled', 'infinix']"
"Bang, review leptop Lenovo D330, dong",bang review leptop lenovo d,"['bang', 'review', 'leptop', 'lenovo', 'd']"
Buat main minecraft lancar gak bang,main minecraft lancar gak bang,"['main', 'minecraft', 'lancar', 'gak', 'bang']"
Baru beli,beli,['beli']
Yang core  i3 bisa upgrade ram dan ssd gak bang? Please jawab,core i upgrade ram ssd gak bang please,"['core', 'i', 'upgrade', 'ram', 'ssd', 'gak', 'bang', 'please']"
"Tergantung dari produsen (untuk laptop) ngasih fitur opsi upgrade apa gk, klw pake PC, umumnya bisa",gantung produsen laptop ngasih fitur opsi upgrade gk klw pake pc,"['gantung', 'produsen', 'laptop', 'ngasih', 'fitur', 'opsi', 'upgrade', 'gk', 'klw', 'pake', 'pc']"
Gue mau beli,gue beli,"['gue', 'beli']"
"Bang kira² infinix x1 i3 kuat gak ya buat software Arc Gis ???
 Semoga dijawab dan terimakasih 🙏",bang kira infinix x i kuat gak ya software arc gis moga terimakasih,"['bang', 'kira', 'infinix', 'x', 'i', 'kuat', 'gak', 'ya', 'software', 'arc', 'gis', 'moga', 'terimakasih']"
Kalo untuk editing?,kalo editing,"['kalo', 'editing']"
KAK DAVID APA BENER INFINIX X1 KALAU DIPAKAI SAMBIL CHARGER BISA NYETRUM? KALAU ADA YANG PUNYA INFINIX X1 TOLONG KOMEN YAA BOS,kak david bener infinix x pakai charger nyetrum infinix x tolong komen yaa bos,"['kak', 'david', 'bener', 'infinix', 'x', 'pakai', 'charger', 'nyetrum', 'infinix', 'x', 'tolong', 'komen', 'yaa', 'bos']"
"bahannya metal bro, trus gimana grounding dirumah juga. kalo pake karpet gaakan.",bahan metal bro trus gimana grounding rumah kalo pake karpet gaakan,"['bahan', 'metal', 'bro', 'trus', 'gimana', 'grounding', 'rumah', 'kalo', 'pake', 'karpet', 'gaakan']"
@@bariqfirzatullah2794 thank you,bariqfirzatullah thank you,"['bariqfirzatullah', 'thank', 'you']"
"@@bariqfirzatullah2794 jadi dibawah laptop nya pake karpet gitu? Maksud saya apa bener kalau laptop infinix x1 dipake sambil charger, laptop nya kalau kesentuh bisa nyetrum?",bariqfirzatullah bawah laptop nya pake karpet gitu maksud bener laptop infinix x dipake charger laptop nya sentuh nyetrum,"['bariqfirzatullah', 'bawah', 'laptop', 'nya', 'pake', 'karpet', 'gitu', 'maksud', 'bener', 'laptop', 'infinix', 'x', 'dipake', 'charger', 'laptop', 'nya', 'sentuh', 'nyetrum']"
bg review realme book dong,bg review realme book,"['bg', 'review', 'realme', 'book']"
Nunggu jadi 3 jutaan,nunggu juta,"['nunggu', 'juta']"
"Gesss kok engsel kanan kurang gtu yah,,yg kiri ada 2 kanan cma 1 doang,,emang gtu atau gmana",gesss engsel kanan gtu yahyg kiri kanan cma doangemang gtu gmana,"['gesss', 'engsel', 'kanan', 'gtu', 'yahyg', 'kiri', 'kanan', 'cma', 'doangemang', 'gtu', 'gmana']"
Emang gitu,emang gitu,"['emang', 'gitu']"
"beli Inboox i3 bulan Juni 2021 dengan harga flash sale Rp5.499.000.
sampai sekarang kualitas masih bagus dan nongki-nongki di cafe ga malu-maluin.
keyboard backlightnya keren",beli inboox i juni harga flash sale rp kualitas bagus nongkinongki cafe ga malumaluin keyboard backlightnya keren,"['beli', 'inboox', 'i', 'juni', 'harga', 'flash', 'sale', 'rp', 'kualitas', 'bagus', 'nongkinongki', 'cafe', 'ga', 'malumaluin', 'keyboard', 'backlightnya', 'keren']"
Kren.. beli dmna bg,kren beli dmna bg,"['kren', 'beli', 'dmna', 'bg']"
@@Zaiofficial toko merah putih,zaiofficial toko merah putih,"['zaiofficial', 'toko', 'merah', 'putih']"
"gilasi harganya skrg udah 6,4jt",gilas harga skrg udah jt,"['gilas', 'harga', 'skrg', 'udah', 'jt']"
Masalah selama pemakaian apa aja bang?,pakai aja bang,"['pakai', 'aja', 'bang']"
"@@maharanije1602 sampai saat ini diunit yg punyaku blm ada kendala. 
Krn pemakaian juga untuk ngetik laporan di word doang. 
Udah update ke W11 dan lancar2 aja. 
Aiyaaa, paling di kualitas suaranya. 
Dolby nya kyknya trial atau apa gt, soalnya udh ga aktif lg. 
😀😀

Baterai awet, ngecas cepat juga. 
Ehhh, udh setahun aja unit ku. 
Wkwkw",maharanije unit yg punya blm kendala krn pakai ngetik lapor word doang udah update w lancar aja aiyaaa kualitas suara dolby nya kyknya trial gt udh ga aktif lg baterai awet ngecas cepat ehhh udh tahun aja unit ku wkwkw,"['maharanije', 'unit', 'yg', 'punya', 'blm', 'kendala', 'krn', 'pakai', 'ngetik', 'lapor', 'word', 'doang', 'udah', 'update', 'w', 'lancar', 'aja', 'aiyaaa', 'kualitas', 'suara', 'dolby', 'nya', 'kyknya', 'trial', 'gt', 'udh', 'ga', 'aktif', 'lg', 'baterai', 'awet', 'ngecas', 'cepat', 'ehhh', 'udh', 'tahun', 'aja', 'unit', 'ku', 'wkwkw']"
@@hendraricardo4033 kalau ngetik keyboardnya sering salah ketik atau dobel-dobel kak? Soalnya banyak yg komplain kalau keyboardnya nggak nyaman,hendraricardo ngetik keyboardnya salah ketik dobeldobel kak yg komplain keyboardnya nggak nyaman,"['hendraricardo', 'ngetik', 'keyboardnya', 'salah', 'ketik', 'dobeldobel', 'kak', 'yg', 'komplain', 'keyboardnya', 'nggak', 'nyaman']"
"@@hendraricardo4033 eh iya bang, sama wifinya gimana? Apa sering nggak connect ke wifi dan apa perlu usb wifi tambahan?",hendraricardo eh iya bang wifinya gimana nggak connect wifi usb wifi tambah,"['hendraricardo', 'eh', 'iya', 'bang', 'wifinya', 'gimana', 'nggak', 'connect', 'wifi', 'usb', 'wifi', 'tambah']"
"@@maharanije1602 wifi punyaku aman krn kebetulan seharian pasti koneksi wifi kantor. 
Aq join group infinixi3 di fb, dan mereka banyak komplain di wifi sih.
Tp syukurnya unitku ga ada masalah. 

Klw ngetik, gmn bandinginnya yaa. 
Sebelumnya pakai lenovo dan rasanya sama aja sih. 

Cuma di service center nya nih yg agak2 ""hantu"".
Wkwkw",maharanije wifi punya aman krn hari koneksi wifi kantor aq join group infinixi fb komplain wifi sih tp syukur unit ga klw ngetik gmn bandinginnya yaa pakai lenovo aja sih service center nya nih yg hantu wkwkw,"['maharanije', 'wifi', 'punya', 'aman', 'krn', 'hari', 'koneksi', 'wifi', 'kantor', 'aq', 'join', 'group', 'infinixi', 'fb', 'komplain', 'wifi', 'sih', 'tp', 'syukur', 'unit', 'ga', 'klw', 'ngetik', 'gmn', 'bandinginnya', 'yaa', 'pakai', 'lenovo', 'aja', 'sih', 'service', 'center', 'nya', 'nih', 'yg', 'hantu', 'wkwkw']"
@@hendraricardo4033 selama 11 bulan ini udh berapa kali ke sc bang?,hendraricardo udh kali sc bang,"['hendraricardo', 'udh', 'kali', 'sc', 'bang']"
"@@maharanije1602 belum ada krn blm ada kendala. 
Cuma di group infinixi3 ada beberapa member yg kurang mendapat respon dan pelayanan prima dari sc",maharanije krn blm kendala group infinixi member yg respon layan prima sc,"['maharanije', 'krn', 'blm', 'kendala', 'group', 'infinixi', 'member', 'yg', 'respon', 'layan', 'prima', 'sc']"
"@@hendraricardo4033 oke bang siap, terima kasih ya. Semoga punya saya juga nggak ada masalah apapun soalnya beli online 😭",hendraricardo oke bang terima kasih ya moga nggak apa beli online,"['hendraricardo', 'oke', 'bang', 'terima', 'kasih', 'ya', 'moga', 'nggak', 'apa', 'beli', 'online']"
Infinix,infinix,['infinix']
Quality control biasa bermasalah utk pendatang baru.... Tapi dukung terus Pemain2 Baru  biar para Vendor jual Mahal mental serakah wal human ekploitatip  pada nyahoookkk .biar faham konsep Ideal Rahmat Lil Alamin..... Macam  vendor2 yg lain yg sudah pada faham ...,quality control masalah utk datang dukung main biar vendor jual mahal mental serakah wal human ekploitatip nyahoookkk biar faham konsep ideal rahmat lil alamin vendor yg yg faham,"['quality', 'control', 'masalah', 'utk', 'datang', 'dukung', 'main', 'biar', 'vendor', 'jual', 'mahal', 'mental', 'serakah', 'wal', 'human', 'ekploitatip', 'nyahoookkk', 'biar', 'faham', 'konsep', 'ideal', 'rahmat', 'lil', 'alamin', 'vendor', 'yg', 'yg', 'faham']"
"Tolong di up biar kak david baca
Kak david tolong dong perbandingan antara Matebook D14 i5 atau infinix inbook x1 pro
Lebih pilih yg mana karena harganya sama
Tolong like dan upnya",tolong up biar kak david baca kak david tolong banding matebook d i infinix inbook x pro pilih yg harga tolong like upnya,"['tolong', 'up', 'biar', 'kak', 'david', 'baca', 'kak', 'david', 'tolong', 'banding', 'matebook', 'd', 'i', 'infinix', 'inbook', 'x', 'pro', 'pilih', 'yg', 'harga', 'tolong', 'like', 'upnya']"
Sudah ada microsoftnya kah?,microsoftnya kah,"['microsoftnya', 'kah']"
"untuk yang varian i3, laptop ini pake graphics card intel uhd yang mana? 600, 610, 620, 630 atau apa?",varian i laptop pake graphics card intel uhd,"['varian', 'i', 'laptop', 'pake', 'graphics', 'card', 'intel', 'uhd']"
"Mau tanya dong, mending laptop HP 14s i3-10110u atau Infinix X1 yang i3?",mending laptop hp s iu infinix x i,"['mending', 'laptop', 'hp', 's', 'iu', 'infinix', 'x', 'i']"
Yg i3 worth it banget kalau Infinix X1 soalnya layar udh 100%sRGB,yg i worth it banget infinix x layar udh srgb,"['yg', 'i', 'worth', 'it', 'banget', 'infinix', 'x', 'layar', 'udh', 'srgb']"
"Gue beli barusan 6,2 😇 yg i3",gue beli barusan yg i,"['gue', 'beli', 'barusan', 'yg', 'i']"
lancar kah kak laptopnya mau beli kok masih ragu,lancar kah kak laptop beli ragu,"['lancar', 'kah', 'kak', 'laptop', 'beli', 'ragu']"
"@@marklee2922 lancar kok, malahan bagus, tapi beli laptop ini kek gacha gitu, soalnya ada yg dapatnya yg ada eror dikit gitu, tapi punyaku aman kok",marklee lancar bagus beli laptop kek gacha gitu yg dapat yg eror dikit gitu punya aman,"['marklee', 'lancar', 'bagus', 'beli', 'laptop', 'kek', 'gacha', 'gitu', 'yg', 'dapat', 'yg', 'eror', 'dikit', 'gitu', 'punya', 'aman']"
@@junaedi3063 belinya online apa gmn?,junaedi beli online gmn,"['junaedi', 'beli', 'online', 'gmn']"
@@rsa026 online bang,rsa online bang,"['rsa', 'online', 'bang']"
Kasi link wallpaper dong menit 05:00,kasi link wallpaper menit,"['kasi', 'link', 'wallpaper', 'menit']"
"Halo mas David atau siapapun yang paham. Saya mau tanya, di infinix x1 ini udah terdapat Microsoft Office versi penuh (bukan trial) belum ya? Terimakasih semuanya 🙏🏻",halo mas david paham infinix x udah microsoft office versi penuh trial ya terimakasih,"['halo', 'mas', 'david', 'paham', 'infinix', 'x', 'udah', 'microsoft', 'office', 'versi', 'penuh', 'trial', 'ya', 'terimakasih']"
Masih yg trial 1 bulan mas,yg trial mas,"['yg', 'trial', 'mas']"
@@dinosatria6443 wanjirrrr,dinosatria wanjirrrr,"['dinosatria', 'wanjirrrr']"
"ABANG² YG BERPENGALAMAN MENDING INFINIX INBOK X1 i3 Atau REDMIBOOK 15 🙏
BANTU JAWAB DONG",abang yg alam mending infinix inbok x i redmibook bantu,"['abang', 'yg', 'alam', 'mending', 'infinix', 'inbok', 'x', 'i', 'redmibook', 'bantu']"
sad gig indosat dah tutup,sad gig indosat dah tutup,"['sad', 'gig', 'indosat', 'dah', 'tutup']"
Namanya apaya lupa mulu,nama apaya lupa mulu,"['nama', 'apaya', 'lupa', 'mulu']"
Bang review laptop hp dong,bang review laptop hp,"['bang', 'review', 'laptop', 'hp']"
"tau gt gue beli ni daripada switch
karna bs maen switch ni",tau gt gue beli ni switch karna bs maen switch ni,"['tau', 'gt', 'gue', 'beli', 'ni', 'switch', 'karna', 'bs', 'maen', 'switch', 'ni']"
Redmibook kayak nya lebih bagus,redmibook kayak nya bagus,"['redmibook', 'kayak', 'nya', 'bagus']"
"Redmibook, SSD nya masih M2 sata
Dan layarnya FHD TN",redmibook ssd nya m sata layar fhd tn,"['redmibook', 'ssd', 'nya', 'm', 'sata', 'layar', 'fhd', 'tn']"
"Redmibook lbh bagus di procie doang,,sisanya mah bagusan infinix,,apalagi di bagian layar,,kalah telak tuh redmibook",redmibook lbh bagus procie doangsisanya mah bagus infinixapalagi layarkalah telak tuh redmibook,"['redmibook', 'lbh', 'bagus', 'procie', 'doangsisanya', 'mah', 'bagus', 'infinixapalagi', 'layarkalah', 'telak', 'tuh', 'redmibook']"
"Ada yg punya keluhan layar nge-glitch ga? Laptop Infinix INBook X1 I3 saya baru sampe, pas di cek layarnya suka nge-glitch gitu. Mohon bantuannya kalo ada yg pernah ngalamin juga di laptop infinix inbook x1 ini. 🙏",yg keluh layar ngeglitch ga laptop infinix inbook x i sampe pas cek layar suka ngeglitch gitu mohon bantu kalo yg ngalamin laptop infinix inbook x,"['yg', 'keluh', 'layar', 'ngeglitch', 'ga', 'laptop', 'infinix', 'inbook', 'x', 'i', 'sampe', 'pas', 'cek', 'layar', 'suka', 'ngeglitch', 'gitu', 'mohon', 'bantu', 'kalo', 'yg', 'ngalamin', 'laptop', 'infinix', 'inbook', 'x']"
Sekarang udah 9juta300ribu,udah jutaribu,"['udah', 'jutaribu']"
Beda core i7 10th dan 11th,beda core i th th,"['beda', 'core', 'i', 'th', 'th']"
Masuk ke iklan,masuk iklan,"['masuk', 'iklan']"
"Sekali bapuk tetep bapuk, biar pake procie Ryzen sekalipun tetep aja ilfil sama brand-nya...ibarat Huawei kelas consumer mau gandeng influencer mahal, tetep aja brandingnya ada di low-end walaupun produknya ada di kelas high-end.",bapuk tetep bapuk biar pake procie ryzen tetep aja ilfil brandnyaibarat huawei kelas consumer gandeng influencer mahal tetep aja brandingnya lowend produk kelas highend,"['bapuk', 'tetep', 'bapuk', 'biar', 'pake', 'procie', 'ryzen', 'tetep', 'aja', 'ilfil', 'brandnyaibarat', 'huawei', 'kelas', 'consumer', 'gandeng', 'influencer', 'mahal', 'tetep', 'aja', 'brandingnya', 'lowend', 'produk', 'kelas', 'highend']"
"ilfil? bikin sendiri aja ya suhu 🙏🏻 rakit sendiri, branding sendiri (kalo bisa)",ilfil bikin aja ya suhu rakit branding kalo,"['ilfil', 'bikin', 'aja', 'ya', 'suhu', 'rakit', 'branding', 'kalo']"
"Utamakan fungsi, bukan brand",utama fungsi brand,"['utama', 'fungsi', 'brand']"
"Gk usah mikir untuk kualitas infinix, bener² mantul.",gk mikir kualitas infinix bener mantul,"['gk', 'mikir', 'kualitas', 'infinix', 'bener', 'mantul']"
Pastilah harga naik after gadgetin review wkwkwkwkk influencer,harga after gadgetin review wkwkwkwkk influencer,"['harga', 'after', 'gadgetin', 'review', 'wkwkwkwkk', 'influencer']"
Ssd hdd bisa up gak ini om?,ssd hdd up gak om,"['ssd', 'hdd', 'up', 'gak', 'om']"
https://youtube.com/c/JPCCWORSHIP🇮🇩,httpsyoutubecomcjpccworship,['httpsyoutubecomcjpccworship']
Seleksinya rahasia,seleksi rahasia,"['seleksi', 'rahasia']"
