Comment,processed_text,tokens,sentiment_label,sentiment_score
Astaga baru sebulan beli lenovo Amd Gold Atlon,astaga bulan beli lenovo amd gold atlon,"['astaga', 'bulan', 'beli', 'lenovo', 'amd', 'gold', 'atlon']",positive,-3
touch screen gk mas?,touch screen gk mas,"['touch', 'screen', 'gk', 'mas']",neutral,0
Bang sesekali test gaming nya game league of legends (LoL) . Soalnya lagi lumayan mulai rame di Indonesia. Atau kalau di hape LoL wild rift untuk versi mobile. Soalnya perlu device lumayan supaya angkat itu game,bang test gaming nya game league of legends lol lumayan rame indonesia hape lol wild rift versi mobile device lumayan angkat game,"['bang', 'test', 'gaming', 'nya', 'game', 'league', 'of', 'legends', 'lol', 'lumayan', 'rame', 'indonesia', 'hape', 'lol', 'wild', 'rift', 'versi', 'mobile', 'device', 'lumayan', 'angkat', 'game']",positive,5
Ada digivice d scanner,digivice d scanner,"['digivice', 'd', 'scanner']",neutral,0
Bang setrika dlu kaos nya wkwk,bang setrika dlu kaos nya wkwk,"['bang', 'setrika', 'dlu', 'kaos', 'nya', 'wkwk']",negative,-4
"Tapiiiiiiiii......
Xiaomi bakal balas deh kayak nya.

Terlanjur jadi Rival gara2 SANG JAWARA",tapiiiiiiiii xiaomi balas deh kayak nya lanjur rival gara sang jawara,"['tapiiiiiiiii', 'xiaomi', 'balas', 'deh', 'kayak', 'nya', 'lanjur', 'rival', 'gara', 'sang', 'jawara']",negative,-8
"Kan infinix duluan yg rilis laptop di indonesia sblm xiaomi. 
Artinya itu udh kalah dlm pembalasan",infinix duluan yg rilis laptop indonesia sblm xiaomi udh kalah dlm balas,"['infinix', 'duluan', 'yg', 'rilis', 'laptop', 'indonesia', 'sblm', 'xiaomi', 'udh', 'kalah', 'dlm', 'balas']",positive,-3
"@@numacaburut1757 iya bro maksud gue, ada kemungkinan nanti xiaomi ngeluarin laptop baru lagi dengan spek gahar harga murah. Mungkin tapi sih. Entahlah🤔",numacaburut iya bro maksud gue xiaomi ngeluarin laptop spek gahar harga murah sih,"['numacaburut', 'iya', 'bro', 'maksud', 'gue', 'xiaomi', 'ngeluarin', 'laptop', 'spek', 'gahar', 'harga', 'murah', 'sih']",positive,6
"0:50 jelas harganya lebih mahal, itu i7 11th gen, plus ada MX330
nambah 2jt dapet i7 11th gen sama Mx330 itu lebih bagus lagi dealnya dibanding 10jt dapet i7 10th gen doang",harga mahal i th gen plus mx nambah jt dapet i th gen mx bagus dealnya banding jt dapet i th gen doang,"['harga', 'mahal', 'i', 'th', 'gen', 'plus', 'mx', 'nambah', 'jt', 'dapet', 'i', 'th', 'gen', 'mx', 'bagus', 'dealnya', 'banding', 'jt', 'dapet', 'i', 'th', 'gen', 'doang']",positive,8
ada yg blm dsebutin . i7 gen 10th plus GPU Intel jg😂,yg blm dsebutin i gen th plus gpu intel jg,"['yg', 'blm', 'dsebutin', 'i', 'gen', 'th', 'plus', 'gpu', 'intel', 'jg']",positive,2
Fixs laptop idaman dengan spek gede harga rekomendet 👍,fixs laptop idam spek gede harga rekomendet,"['fixs', 'laptop', 'idam', 'spek', 'gede', 'harga', 'rekomendet']",positive,4
Akhirnya ada yg pas,yg pas,"['yg', 'pas']",positive,3
Pakek bang selama seminggu baru kasih tau gimana rasa makeknya,pakek bang minggu kasih tau gimana makeknya,"['pakek', 'bang', 'minggu', 'kasih', 'tau', 'gimana', 'makeknya']",negative,-3
Bg gk bikin video rekomendasi hp pertengahan tahun?,bg gk bikin video rekomendasi hp tengah,"['bg', 'gk', 'bikin', 'video', 'rekomendasi', 'hp', 'tengah']",positive,2
Bang review keyboard,bang review keyboard,"['bang', 'review', 'keyboard']",neutral,0
"Dari awal saya memang ada feeling ini laptop bakal bikin kejutan, infinix go 👍💪",feeling laptop bikin kejut infinix go,"['feeling', 'laptop', 'bikin', 'kejut', 'infinix', 'go']",positive,0
Open war nih boss,open war nih boss,"['open', 'war', 'nih', 'boss']",negative,-3
"Lohe. Unit review aja touch pad nya rusak? Apalagi yang asal beli. After sale ga terjamin. Spek banding harganya juga ga bagus"" amat",lohe unit review aja touch pad nya rusak beli after sale ga jamin spek banding harga ga bagus,"['lohe', 'unit', 'review', 'aja', 'touch', 'pad', 'nya', 'rusak', 'beli', 'after', 'sale', 'ga', 'jamin', 'spek', 'banding', 'harga', 'ga', 'bagus']",positive,-9
Mau nanya dong. Untuk kuliah jurusan teknologi Informasi atau Informatika udah bisa belum ya?,nanya kuliah jurus teknologi informasi informatika udah ya,"['nanya', 'kuliah', 'jurus', 'teknologi', 'informasi', 'informatika', 'udah', 'ya']",positive,1
2:58 mungkin infinix ngasih port dc klo kita lagi kebelet trus kita minjem adaptor laptopnya 🗿,infinix ngasih port dc klo kebelet trus minjem adaptor laptop,"['infinix', 'ngasih', 'port', 'dc', 'klo', 'kebelet', 'trus', 'minjem', 'adaptor', 'laptop']",positive,1
Bisa bisa 🗿,,[],neutral,0
Cara download genshin impact di laptop gmn ya,download genshin impact laptop gmn ya,"['download', 'genshin', 'impact', 'laptop', 'gmn', 'ya']",positive,4
Infinix all the way xiaomi suruh belajar 😂,infinix all the way xiaomi suruh ajar,"['infinix', 'all', 'the', 'way', 'xiaomi', 'suruh', 'ajar']",negative,-4
yo... pasti harga naik yo..,yo harga yo,"['yo', 'harga', 'yo']",positive,3
review laptop merah putih bang....wkwkwk,review laptop merah putih bangwkwkwk,"['review', 'laptop', 'merah', 'putih', 'bangwkwkwk']",neutral,-3
RedmiBook auto ketar ketir,redmibook auto ketar tir,"['redmibook', 'auto', 'ketar', 'tir']",negative,-3
8.46 kok tau sy ga dengerin,tau sy ga dengerin,"['tau', 'sy', 'ga', 'dengerin']",negative,-1
Kemarin redmi notebook dan sekarang infinix jga ga mau kalah buat notebook waw,kemarin redmi notebook infinix jga ga kalah notebook waw,"['kemarin', 'redmi', 'notebook', 'infinix', 'jga', 'ga', 'kalah', 'notebook', 'waw']",negative,-4
Mau nanya bg itu cocok ga sih untuk anak teknik informatika?,nanya bg cocok ga sih anak teknik informatika,"['nanya', 'bg', 'cocok', 'ga', 'sih', 'anak', 'teknik', 'informatika']",negative,-7
Mending ini daripada Laptop Merah Putih 🤣🤣🤣,mending laptop merah putih,"['mending', 'laptop', 'merah', 'putih']",positive,-4
https://youtu.be/N9-WObCfZlQ,httpsyoutubenwobcfzlq,['httpsyoutubenwobcfzlq'],neutral,0
Apakah ini recommended bang. Apalagi brand baru untuk laptop,recommended bang brand laptop,"['recommended', 'bang', 'brand', 'laptop']",neutral,0
Ethernet kan via android USB tethering 🙄🤔,ethernet via android usb tethering,"['ethernet', 'via', 'android', 'usb', 'tethering']",neutral,0
Yang like masuk surga,like masuk surga,"['like', 'masuk', 'surga']",negative,-3
Xiao mei bakal ketar ketir,xiao mei ketar tir,"['xiao', 'mei', 'ketar', 'tir']",negative,-3
BANDINGKAN SAMA APPLE MACBOOK M1 BANG??😃😃😃👍👍👍👍👍,banding apple macbook m bang,"['banding', 'apple', 'macbook', 'm', 'bang']",positive,0
Dedicated grafik?,dedicated grafik,"['dedicated', 'grafik']",neutral,0
"Bang bekas anboxing buat saya ke,buat kuliah",bang bekas anboxing buat kuliah,"['bang', 'bekas', 'anboxing', 'buat', 'kuliah']",positive,1
hancurkan harga laptop🔥,hancur harga laptop,"['hancur', 'harga', 'laptop']",positive,3
manteb nih,manteb nih,"['manteb', 'nih']",neutral,0
Infinix: STONKS 📈📈📈,infinix stonks,"['infinix', 'stonks']",neutral,0
"Daripada ngadu domba orang..nanti tawuran
mending ngadu domba brand gadget
biar perang gadget terjangkau spek wah
😂",ngadu domba orangnanti tawur mending ngadu domba brand gadget biar perang gadget jangkau spek,"['ngadu', 'domba', 'orangnanti', 'tawur', 'mending', 'ngadu', 'domba', 'brand', 'gadget', 'biar', 'perang', 'gadget', 'jangkau', 'spek']",negative,-18
"Ya scr keseluruhan si
Laptop dri huawei,redmi,infinix tu dari harga yg di bayar
Kita bisa dpt lebih dripd beli laptop merk mainstream 

Tp dengan catatan ada kekurangan kecil",ya scr si laptop dri huaweiredmiinfinix tu harga yg bayar dpt dripd beli laptop merk mainstream tp catat kurang,"['ya', 'scr', 'si', 'laptop', 'dri', 'huaweiredmiinfinix', 'tu', 'harga', 'yg', 'bayar', 'dpt', 'dripd', 'beli', 'laptop', 'merk', 'mainstream', 'tp', 'catat', 'kurang']",positive,-2
Kalo ga salah realme juga ada laptopnya ya apa oppo lupa,kalo ga salah realme laptop ya oppo lupa,"['kalo', 'ga', 'salah', 'realme', 'laptop', 'ya', 'oppo', 'lupa']",positive,-2
"Gw tadi mlem flash sale infinix, alhamdulillah dapet :'",gw mlem flash sale infinix alhamdulillah dapet,"['gw', 'mlem', 'flash', 'sale', 'infinix', 'alhamdulillah', 'dapet']",positive,7
Tolong siapa aja bantu gw kalo terjadi apa apa klaimnya kemana,tolong aja bantu gw kalo klaim mana,"['tolong', 'aja', 'bantu', 'gw', 'kalo', 'klaim', 'mana']",positive,1
@@muhtariszz4136 lihat kartu garansinya ya. Apakah dapat Datascrip atau Metrodata,muhtariszz lihat kartu garansi ya datascrip metrodata,"['muhtariszz', 'lihat', 'kartu', 'garansi', 'ya', 'datascrip', 'metrodata']",positive,7
"@@yohanespasaribu8546 okedeh, lagi nunggu paketannya nih hehe",yohanespasaribu okedeh nunggu paket nih hehe,"['yohanespasaribu', 'okedeh', 'nunggu', 'paket', 'nih', 'hehe']",positive,5
Gimana kak pemakaian setelah 11 bulan? Apa ada keluhan?,gimana kak pakai keluh,"['gimana', 'kak', 'pakai', 'keluh']",neutral,0
"laptop sekarang mahal bgt ya, dlu beli tuf fx505dt cmn 10.5 jt wkwkwk",laptop mahal bgt ya dlu beli tuf fxdt cmn jt wkwkwk,"['laptop', 'mahal', 'bgt', 'ya', 'dlu', 'beli', 'tuf', 'fxdt', 'cmn', 'jt', 'wkwkwk']",positive,7
"6:21 tunggu nih, david knp anda main .2 menggunakan hero Sniper tidak ada item??..",tunggu nih david knp main hero sniper item,"['tunggu', 'nih', 'david', 'knp', 'main', 'hero', 'sniper', 'item']",negative,-5
Kalo brg kosong di official store infinix bs kehilangan momentum,kalo brg kosong official store infinix bs hilang momentum,"['kalo', 'brg', 'kosong', 'official', 'store', 'infinix', 'bs', 'hilang', 'momentum']",positive,-2
Bang david udah sunat?🤣,bang david udah sunat,"['bang', 'david', 'udah', 'sunat']",neutral,0
Bang review infinix zero 8,bang review infinix zero,"['bang', 'review', 'infinix', 'zero']",negative,-3
Redmi mulai perang. Infinix diam2 taruh ranjau. 😁 😁,redmi perang infinix diam taruh ranjau,"['redmi', 'perang', 'infinix', 'diam', 'taruh', 'ranjau']",positive,-1
"Di bongkar donk, coba review HP di bongkar gitu",bongkar donk coba review hp bongkar gitu,"['bongkar', 'donk', 'coba', 'review', 'hp', 'bongkar', 'gitu']",negative,-5
"Padahal saya menanti ""mending ini daripada ono"" di endingnya",mending ono endingnya,"['mending', 'ono', 'endingnya']",positive,-1
Iya karena bukan comay,iya comay,"['iya', 'comay']",neutral,0
"David bilek : Kayak laptop pada umumnya, dibagian atas bezelnya ini juga ada webcam 720p ya yang kualitasnya . . . .
Biasa aja 🗿🗿🗿🗿",david bilek kayak laptop bagi bezelnya webcam p ya kualitas aja,"['david', 'bilek', 'kayak', 'laptop', 'bagi', 'bezelnya', 'webcam', 'p', 'ya', 'kualitas', 'aja']",positive,4
Review laptop merah putih dong bang :),review laptop merah putih bang,"['review', 'laptop', 'merah', 'putih', 'bang']",neutral,-3
suksesnya Infinix keliat di Ghoibnya ini laptop wwwkwkw,sukses infinix liat ghoibnya laptop wwwkwkw,"['sukses', 'infinix', 'liat', 'ghoibnya', 'laptop', 'wwwkwkw']",positive,4
Jangan jangan ada bagian yang di sunat :v,sunat v,"['sunat', 'v']",neutral,0
Kalau hp infinix ampas ga laku kalau dijual lagi,hp infinix ampas ga laku jual,"['hp', 'infinix', 'ampas', 'ga', 'laku', 'jual']",negative,-2
7:45 user mouse be like :,user mouse be like,"['user', 'mouse', 'be', 'like']",neutral,0
"dari smp sampe skrng kuliah belom bisa beli laptop 😭😭 semoga tahun ini bisa yaAllah, Aamiin",smp sampe skrng kuliah bom beli laptop moga yaallah aamiin,"['smp', 'sampe', 'skrng', 'kuliah', 'bom', 'beli', 'laptop', 'moga', 'yaallah', 'aamiin']",positive,1
Yg dari harga paling murah nya sampai yg mahal,yg harga murah nya yg mahal,"['yg', 'harga', 'murah', 'nya', 'yg', 'mahal']",positive,5
"Review ju2r kan,...",review jur,"['review', 'jur']",neutral,0
Laptop xiaomi resmi Badut 🗿🤡,laptop xiaomi resmi badut,"['laptop', 'xiaomi', 'resmi', 'badut']",positive,2
Tatsumaki,tatsumaki,['tatsumaki'],neutral,0
"Bahasa baru , meme baru,  ""jangan- jangan ada bagian yg disunat "" david gadgein",bahasa meme yg sunat david gadgein,"['bahasa', 'meme', 'yg', 'sunat', 'david', 'gadgein']",negative,-4
Di JD  id masih 9.999.000,jd id,"['jd', 'id']",neutral,0
Pemuja mendang mending kumpul yok🔥🔥,puja dang mending kumpul yok,"['puja', 'dang', 'mending', 'kumpul', 'yok']",positive,3
Bang rekomendasi laptop buat nugas SMA  budget 8 juta,bang rekomendasi laptop nugas sma budget juta,"['bang', 'rekomendasi', 'laptop', 'nugas', 'sma', 'budget', 'juta']",positive,2
"""Mau spek bagus, build quality bagus, isi bagus, percuma kalo ga kebeli.""",spek bagus build quality bagus isi bagus kalo ga kebel,"['spek', 'bagus', 'build', 'quality', 'bagus', 'isi', 'bagus', 'kalo', 'ga', 'kebel']",positive,-9
"Kwkw mi fans,harus nya diem aja",kwkw mi fansharus nya diem aja,"['kwkw', 'mi', 'fansharus', 'nya', 'diem', 'aja']",positive,0
Infinix bikin lappy? Lah baru tau,infinix bikin lappy tau,"['infinix', 'bikin', 'lappy', 'tau']",negative,-4
"Udah 3 bulan lebih ,anjir ketinggalan apa lu",udah anjir tinggal lu,"['udah', 'anjir', 'tinggal', 'lu']",positive,-4
Bikin video bareng istri,bikin video bareng istri,"['bikin', 'video', 'bareng', 'istri']",positive,0
Xiaomi meng-kalah 🗿,xiaomi kalah,"['xiaomi', 'kalah']",negative,-4
Tambah Goib/ Harga Naik nih. 😂,goib harga nih,"['goib', 'harga', 'nih']",positive,3
Dahlah mw vivobook aja (:,dah mw vivobook aja,"['dah', 'mw', 'vivobook', 'aja']",negative,-2
Infinix vs Redmi vs Laptop Lokal Bang direview kalau ada,infinix vs redmi vs laptop lokal bang direview,"['infinix', 'vs', 'redmi', 'vs', 'laptop', 'lokal', 'bang', 'direview']",neutral,0
nambah SSD / NVME masih bisa bang david?,nambah ssd nvme bang david,"['nambah', 'ssd', 'nvme', 'bang', 'david']",neutral,0
"PAS BANG DAVID LAMBAIKAN TANGAN GUA NGELAMUN BRO KARENA INFINIX PRODUKSI LAPTOP ,TAU AJA BANG DAPID🗿🤣",pas bang david lambai tangan gua ngelamun bro infinix produksi laptop tau aja bang dapid,"['pas', 'bang', 'david', 'lambai', 'tangan', 'gua', 'ngelamun', 'bro', 'infinix', 'produksi', 'laptop', 'tau', 'aja', 'bang', 'dapid']",negative,-2
Ga di test buat editing?,ga test editing,"['ga', 'test', 'editing']",neutral,0
Finally direveiw bang david,finally direveiw bang david,"['finally', 'direveiw', 'bang', 'david']",neutral,0
Mantap,mantap,['mantap'],positive,5
"Akhirny, david denger jg seruan #mendinginfinix d video redmibook kmren😂",akhirny david denger jg seru mendinginfinix d video redmibook kmren,"['akhirny', 'david', 'denger', 'jg', 'seru', 'mendinginfinix', 'd', 'video', 'redmibook', 'kmren']",positive,-3
Xiaomi Qtar Qtir 😱😱,xiaomi qtar qtir,"['xiaomi', 'qtar', 'qtir']",neutral,0
"#MendingInfinix
#XiaomiMembadut",mendinginfinix xiaomimembadut,"['mendinginfinix', 'xiaomimembadut']",neutral,0
Kalo disambut cb dpk psti gbkl dpk,kalo sambut cb dpk psti gbkl dpk,"['kalo', 'sambut', 'cb', 'dpk', 'psti', 'gbkl', 'dpk']",positive,3
Main Keyboard Laptop = Main Keyboard Piano . 😁👍,main keyboard laptop main keyboard piano,"['main', 'keyboard', 'laptop', 'main', 'keyboard', 'piano']",positive,0
8:47 sdh mulai kreatif bang David. Mantap 👌,sdh kreatif bang david mantap,"['sdh', 'kreatif', 'bang', 'david', 'mantap']",positive,9
Sekali Liat langsung cocok...,liat langsung cocok,"['liat', 'langsung', 'cocok']",positive,5
"Sedang menunggu ""Rp17 trillun"" pemerintah menghasilkan laptop lokal yang mantap",tunggu rp trillun perintah hasil laptop lokal mantap,"['tunggu', 'rp', 'trillun', 'perintah', 'hasil', 'laptop', 'lokal', 'mantap']",positive,7
"...terus mobonya please jangan melulu dari Clevo atau Compal. Coba klo kayak merek ""Build Your Own Notebook"" dulu, mereka selain ambil ""duo C"" (Clevo dan Compal) ada juga yg basisnya IIISI dan snsv. Untung saja Zyrek kerjasama dengan Pegatron.",mobonya please melulu clevo compal coba klo kayak merek build your own notebook ambil duo c clevo compal yg basis iiisi snsv untung zyrek kerjasama pegatron,"['mobonya', 'please', 'melulu', 'clevo', 'compal', 'coba', 'klo', 'kayak', 'merek', 'build', 'your', 'own', 'notebook', 'ambil', 'duo', 'c', 'clevo', 'compal', 'yg', 'basis', 'iiisi', 'snsv', 'untung', 'zyrek', 'kerjasama', 'pegatron']",negative,-8
Klo buat anak MM cocoknya laptop apa si? Bingung dah,klo anak mm cocok laptop si bingung dah,"['klo', 'anak', 'mm', 'cocok', 'laptop', 'si', 'bingung', 'dah']",negative,-5
ini baru namanya membangun nama 😍..infinix keren 👍,nama bangun nama infinix keren,"['nama', 'bangun', 'nama', 'infinix', 'keren']",neutral,0
"Xiaomi di pasar laptop
Xiaomi = prepare for trouble
Infinix = And make it double",xiaomi pasar laptop xiaomi prepare for trouble infinix and make it double,"['xiaomi', 'pasar', 'laptop', 'xiaomi', 'prepare', 'for', 'trouble', 'infinix', 'and', 'make', 'it', 'double']",neutral,0
YO KAUM..#MENDINGINFINIX,yo kaummendinginfinix,"['yo', 'kaummendinginfinix']",neutral,0
service nya gimana kah ?,service nya gimana kah,"['service', 'nya', 'gimana', 'kah']",neutral,0
Badoet mana badoet👽,badoet badoet,"['badoet', 'badoet']",neutral,0
siap2 harga naik,harga,['harga'],positive,3
"Mendang mending, beli juga kagak 🗿",dang mending beli kagak,"['dang', 'mending', 'beli', 'kagak']",positive,-5
Mending rakit pc,mending rakit pc,"['mending', 'rakit', 'pc']",positive,-1
Pengin Inet GIG... Dompet PPKM . 😂👍,pengin inet gig dompet ppkm,"['pengin', 'inet', 'gig', 'dompet', 'ppkm']",neutral,0
Jadi yg bener pilih laptop yg mana anjing?,yg bener pilih laptop yg anjing,"['yg', 'bener', 'pilih', 'laptop', 'yg', 'anjing']",negative,-4
Mas David Coba dong review Lenovo V14 yang Pakek i3-1005G1 sama MX330,mas david coba review lenovo v pakek ig mx,"['mas', 'david', 'coba', 'review', 'lenovo', 'v', 'pakek', 'ig', 'mx']",positive,1
Akhirnya. Dan dicari2 banget kelemahannya. 😂,cari banget lemah,"['cari', 'banget', 'lemah']",positive,-1
Bahas infinix zero x,bahas infinix zero x,"['bahas', 'infinix', 'zero', 'x']",negative,-1
Bang coba review Leptop yg pakai AMD,bang coba review leptop yg pakai amd,"['bang', 'coba', 'review', 'leptop', 'yg', 'pakai', 'amd']",positive,1
"Berarti pke GPU bawaan intel, yah kirain bakalan pke nvidia mx series",pke gpu bawa intel yah kirain pke nvidia mx series,"['pke', 'gpu', 'bawa', 'intel', 'yah', 'kirain', 'pke', 'nvidia', 'mx', 'series']",positive,-2
wkwk..ga worth it jadinya.i7 msh GPU bawaan intell😂😂,wkwkga worth it jadinyai msh gpu bawa intell,"['wkwkga', 'worth', 'it', 'jadinyai', 'msh', 'gpu', 'bawa', 'intell']",positive,-2
"Terlambat review ya, ,terlalu focus ke Xiaomi sih bang David!!",lambat review ya focus xiaomi sih bang david,"['lambat', 'review', 'ya', 'focus', 'xiaomi', 'sih', 'bang', 'david']",positive,5
iya padahal udh 3 bulan lalu nih laptop,iya udh nih laptop,"['iya', 'udh', 'nih', 'laptop']",neutral,0
Awal mula semua brand hp bakal nyiptain laptop,brand hp nyiptain laptop,"['brand', 'hp', 'nyiptain', 'laptop']",neutral,0
10:35 jangan dibuka kartunya bang.,buka kartu bang,"['buka', 'kartu', 'bang']",positive,0
Mantap bang sekarang laptop juga penting,mantap bang laptop,"['mantap', 'bang', 'laptop']",positive,5
sudah waktunya laptop budget punya layar bagus,laptop budget layar bagus,"['laptop', 'budget', 'layar', 'bagus']",positive,-2
"Bener... Banget.
Banyak di cari, langka terus jadi harga naik .
Di awal udah di kasih tau jadi ngga ada harga yang 5jtan",bener banget cari langka harga udah kasih tau ngga harga jtan,"['bener', 'banget', 'cari', 'langka', 'harga', 'udah', 'kasih', 'tau', 'ngga', 'harga', 'jtan']",negative,-4
